customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
HUC2-V9VVPN,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),91.33,2319.96,No
XUGF-2ESCWU,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.06,2792.42,No
T4SY-1P8L8S,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),33.57,1481.92,No
DXJQ-973OA5,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.65,625.48,No
HNDZ-0686EV,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),101.35,5312.12,No
O559-CSYSCI,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),72.39,1609.99,No
Q2QN-E644DZ,Female,1,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),68.42,4785.18,Yes
QT49-WFLHGP,Male,1,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),74.8,3279.5,Yes
VA6W-QBUQL2,Male,1,No,No,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.63,1243.79,No
80AJ-I0AACU,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.83,3061.87,No
EFVS-A62NJ1,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.22,2251.63,No
ATHU-YJFJN2,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),46.61,513.91,No
XQZR-9AKN1O,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.41,1320.33,No
3O8P-JZO4TX,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.85,1882.15,No
7RD4-RCG0L7,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.88,2932.23,Yes
HOB3-810IWQ,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.75,4820.4,No
4GCF-NDJAK2,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.63,2665.66,No
82I6-UVIXUF,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.68,2979.86,Yes
J4AN-5YA0BK,Male,1,Yes,No,25,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,36.74,835.11,No
QV30-37T5GD,Male,1,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),66.02,2100.23,No
7A50-EBWN5F,Male,1,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.52,2223.72,No
P3L9-H9XKDE,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.01,2257.48,Yes
VXE2-V4VY33,Male,0,Yes,No,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),62.8,1424.92,Yes
R52N-9AU1FZ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68.08,4853.73,No
STLC-DDQIC7,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,76.78,1572.43,No
Y6YR-5KND8T,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.51,199.63,No
HUDN-JLFFUI,Female,0,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.45,3547.72,Yes
EL6T-QAL1A4,Male,1,Yes,No,63,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.86,5674.1,No
KZHQ-UZ3VMT,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.36,1578.67,No
DICU-CPJ8NI,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),89.4,2198.27,Yes
6MWD-0093W1,Male,0,No,Yes,18,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),57.74,1091.02,No
K5KI-TR6J87,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.38,2960.39,No
2XWI-T5PLYK,Female,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,74.6,3028.41,No
DXO6-TXNIJR,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.9,1361.81,No
NOAU-HPKS5G,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,53.64,1362.95,No
8VJY-6HKFG8,Female,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),81.02,4870.87,No
LOE9-1GWLDJ,Male,1,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.06,2455.1,Yes
QKGK-NBPLS9,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.43,296.09,No
1EIQ-8XBQQ7,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,66.38,4418.69,No
NMQM-J5HYWW,Female,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,20.0,18.36,No
9P7Z-28ZCDF,Male,1,Yes,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,30.5,2079.37,No
CL3D-2OA3SI,Female,1,No,No,8,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),81.1,697.59,No
NHVM-8E0ZU8,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.61,4624.26,Yes
V4QZ-WU6710,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),45.75,1346.63,No
RE1L-4CKBS0,Female,0,Yes,Yes,51,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.75,3615.12,Yes
MUJQ-ZG14UD,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),59.63,702.99,No
0YU7-RFSVMF,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),51.48,3302.55,No
REC8-KVZHUJ,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.99,691.15,No
D1WK-65BWA7,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,55.43,961.9,No
SW0Y-X6HHUB,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,113.82,8836.92,No
V42N-VB4586,Female,1,Yes,No,50,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),55.3,2601.16,No
P891-OERFC8,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.54,1222.9,No
2UH8-FNPQ15,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,66.53,638.5,Yes
YSAT-C7P7T4,Female,1,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.0,574.22,No
I797-IY0JW2,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),67.03,1931.13,No
JZ6V-8YEX9H,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,51.62,2934.75,No
YJ4U-EIVXKY,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.26,1527.06,No
QTR8-J1D2EH,Female,0,No,No,45,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),42.22,1933.42,No
P9AZ-WCVFAO,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.67,478.42,No
50YI-XTD0GO,Male,0,No,Yes,10,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),39.7,390.42,No
1X7R-M4VDLR,Male,0,No,No,24,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,56.3,1344.45,Yes
6I32-QSY71L,Female,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.98,882.3,No
7CPZ-O2WY0W,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.29,3944.13,No
H26Q-POPREF,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.08,3862.89,No
A9CN-LHCHQK,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),76.07,3241.99,No
NSV3-K790LH,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,80.64,0.0,No
3VOK-XPCHZW,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.51,2188.08,No
6ANP-YNM2FV,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.41,4349.96,Yes
3N9W-97PQJC,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,43.75,2258.38,No
6SSX-0989VI,Male,0,Yes,No,55,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,34.64,2046.99,No
7PJ0-SU4HG2,Male,0,No,Yes,7,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.88,581.59,Yes
0O7G-EQ4SJH,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),55.02,796.42,No
ATTH-RYKISQ,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.34,1360.92,No
P915-Y98ET0,Female,0,No,No,27,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,43.57,1098.34,No
0YOD-KLQYW6,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),22.44,450.81,No
0TLH-O6OAI7,Male,1,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,1723.7,No
1PNS-G3PJWD,Male,0,No,Yes,52,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.9,3452.04,No
EZR5-GA5J8P,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),37.9,1803.33,No
L59B-DTVCVE,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),56.21,2820.45,Yes
N0X5-6A55NI,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,101.2,6797.28,No
8F1V-Q7LPKR,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,74.16,5164.3,Yes
TCRX-0K5U0L,Female,1,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,81.92,3153.36,No
SBEH-XK9HE6,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),78.47,3193.86,No
N2DJ-IJQ74U,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),81.84,3580.07,No
NYZZ-WJNFNE,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.27,1490.84,No
XMOD-JCZB64,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,86.43,1251.8,Yes
OL6X-SGYQOM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,42.16,2874.88,No
8ROY-99GIC5,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.72,1787.17,No
NXOK-FBTBGZ,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,51.62,3769.95,No
CWM6-NJNV02,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,73.1,3919.6,No
B9NL-YTMGXQ,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.55,793.21,No
XIHW-YTFTOZ,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.13,1661.84,No
PKO1-VAZF88,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),72.68,5094.31,No
XE4O-4EMVMO,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,92.41,695.79,No
NHK2-S59CVF,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.18,479.76,No
VDNB-NGVQS7,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.99,181.61,No
RHK8-X5M5NT,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.9,1914.0,No
9PR7-0G8K26,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,55.15,1778.07,Yes
RP93-CP8AUP,Male,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,36.8,559.93,Yes
8O7P-88HI42,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,56.46,3558.04,No
HASD-F4VZWP,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),34.28,1312.51,No
UKOV-TIM13V,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.0,2361.6,No
EZWF-SB35XX,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,56.09,550.66,No
HOWE-TJSVZ8,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,64.22,1680.8,No
8DNJ-P0NK1M,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.17,3978.6,No
W4WY-SRO00K,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),67.0,636.86,No
J9IW-1KLMKR,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),72.25,4401.58,No
F0X9-B4NI1Q,Female,0,Yes,No,37,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,90.73,3439.47,No
JYCG-Q2LER9,Male,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,65.68,3861.27,Yes
WUDS-DI81VF,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.14,4116.44,No
5LZQ-CCVKYX,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.43,5276.75,No
EGBA-PVQRZ5,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.12,3965.89,No
3NK6-G9CJR7,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,92.59,2516.99,No
D1TW-C8QPPN,Male,0,No,Yes,15,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,99.09,1518.82,No
ANN5-25TICQ,Male,1,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),63.44,4981.4,No
DP4N-B82R8F,Female,1,No,No,8,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),20.59,153.92,No
7BAB-QAR5B5,Female,0,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.11,1375.49,No
Y4UJ-GQ4I6D,Male,1,No,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.84,3897.55,No
7O6Z-2S1YAO,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,55.67,752.43,Yes
TN73-87O8EO,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.56,2376.2,No
KI6S-M6NWTX,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),63.92,1554.2,No
RTE2-RB7SCK,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),77.72,4238.74,No
278N-KJ4UC1,Male,1,No,Yes,47,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.91,1943.37,Yes
K0WB-7B5EMM,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.44,2466.77,Yes
VBGY-PHTA9Y,Female,0,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.0,233.33,No
3III-OFR0UB,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.14,3103.73,No
M7J1-IKNZCF,Female,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,45.93,2515.28,No
C0L5-WHV9AJ,Male,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),68.59,3655.44,No
LMTB-MT3KE1,Male,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,82.69,No
KEYN-G2FUL5,Female,0,No,No,49,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),39.23,1989.19,No
GK18-ZW79EM,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.66,1443.54,No
E9D0-6J7BS5,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),53.61,2260.82,Yes
P0MH-UQ7QL6,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),93.45,3919.52,No
T3EA-8N6705,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),71.25,2454.05,Yes
56OB-89WYTP,Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.05,3846.85,No
7TC8-V3XGPI,Female,0,No,No,50,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,53.99,2494.81,No
GKA2-G0G6LP,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.09,4933.87,No
CE8F-M542GS,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.41,520.67,Yes
94VX-IMF13H,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,45.76,1645.73,Yes
H6K2-XR6KST,Female,0,No,No,72,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,70.46,4854.82,No
MYWA-TDPIBI,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.52,3016.29,Yes
3UVT-WK24A8,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,106.68,4593.18,No
3MYN-WYNC7A,Female,0,No,Yes,51,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,65.88,3678.2,No
3SOJ-N4AWXJ,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,55.09,758.32,No
ZIXH-A79A4H,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,38.26,2374.98,No
PES2-L8M2LB,Male,0,No,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),59.19,1888.78,No
SH69-VHSH1X,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,61.56,1579.59,No
QUZ0-KG70F6,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.23,3000.03,No
6J0I-MF3UO9,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,88.81,5612.65,No
TZVL-GPF1CP,Female,0,No,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),57.39,1609.09,No
B9ES-O65G3T,Male,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,78.84,2105.79,No
B1KP-PY5DSS,Female,1,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,87.16,822.18,Yes
G8O4-VRS91S,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),73.82,959.86,Yes
SMLF-MC1RKA,Male,0,No,No,36,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),78.51,2654.59,Yes
IE6O-PVSP8B,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.53,1013.67,No
32E4-9X9V7W,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),83.42,4285.98,No
X7YR-HZSD8V,Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.47,3448.78,No
41PI-BHKTIK,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.65,2194.19,No
JM45-8CY8OA,Female,0,No,No,32,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.62,2130.36,Yes
P15J-TWLCI9,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),55.06,2821.2,Yes
60CO-22K5HY,Female,1,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.4,2857.65,No
8MM2-SQTEGY,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.87,2579.4,No
VHGQ-JU7KHJ,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),95.39,5266.58,No
ETFA-0LSF5Q,Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),33.15,1263.08,No
